scenario_id,road_environment,road_type,weather,lighting,vehicle_speed,true_depth,water_depth,true_ntu,ntu,severity,lidar,lidar_error,R_lidar,ultrasonic,ultrasonic_error,surface_echo,bottom_echo,R_ultrasonic,radar,radar_error,snr,rcs,clutter_probability,R_radar,imu_pitch,imu_roll,imu_acceleration,R_imu,water_state,R_water,water_contact
SC1944,Rural,Gravel,Drizzle,Night_Dark,11.58,11,10,128,132.59,Severe,11.22,0.22,0.44390531224618546,10.9,-0.1,0.4,0.6,0.49123845184678905,10.76,-0.24,18.54,0.6703200460356393,0.277,0.8502507506006299,1.367,2.657,10.312,0.949,Flooded Pothole,0.95,True
SC1945,Urban,Mud,Drizzle,Dawn,4.82,11,8,209,203.8,Moderate,12.38,1.38,0.4377619541597512,2.61,-8.39,0.36,0.64,0.5345729353032141,11.06,0.06,22.75,0.7261490370736909,0.251,0.9003109812258364,5.133,1.11,10.039,0.968,Flooded Pothole,0.95,True
SC1946,Rural,Dirt,Mist,Dawn,3.44,14,4,106,109.0,Moderate,14.31,0.31,0.6222582994606005,13.85,-0.15,0.28,0.72,0.6259379294871402,14.29,0.29,27.46,0.8521437889662113,0.152,0.9503258426771878,4.815,3.934,9.615,0.967,Flooded Pothole,0.95,True
SC1947,Urban,Asphalt,Mist,Night_Streetlights,9.76,7,5,139,136.81,Moderate,6.77,-0.23,0.5661501235464489,1.26,-5.74,0.3,0.7,0.6024955834975404,6.83,-0.17,23.83,0.8187307530779818,0.177,0.9364461445654091,0.073,-0.016,9.312,0.975,Flooded Pothole,0.95,True
SC1948,Rural,Concrete,Mist,Night_Streetlights,9.58,10,9,136,144.0,Moderate,10.71,0.71,0.45822268556829326,10.05,0.05,0.38,0.62,0.5127146630448847,10.22,0.22,21.31,0.697676326071031,0.259,0.8851266595373423,2.442,-0.056,9.459,0.975,Flooded Pothole,0.95,True
SC1949,Rural,Asphalt,Rainy,Dusk,6.53,11,11,275,276.0,Severe,9.91,-1.09,0.3356789774444825,10.9,-0.1,0.42,0.58,0.4701388626627085,10.77,-0.23,15.98,0.6440364210831414,0.3,0.7668033503728287,4.518,0.791,9.945,0.98,Flooded Pothole,0.95,True
SC1950,Urban,Concrete,Drizzle,Dawn,7.53,8,0,163,165.81,Low,7.96,-0.04,0.6939911990776855,7.99,-0.01,0.0,1.0,1.0,8.17,0.17,28.96,1.0,0.083,0.9984797120219405,2.753,1.661,9.904,0.974,Dry,0.98,False
SC1951,Urban,Gravel,Drizzle,Night_Streetlights,8.46,5,5,191,200.32,Moderate,4.93,-0.07,0.5114466500539372,0.03,-4.97,0.3,0.7,0.6024955834975404,4.95,-0.05,24.19,0.8187307530779818,0.19,0.9366341621075225,-0.709,0.488,9.594,0.968,Flooded Pothole,0.95,True
SC1952,Urban,Dirt,Drizzle,Night_Dark,5.24,6,5,152,154.22,Moderate,6.47,0.47,0.5505970742700339,5.89,-0.11,0.3,0.7,0.6024955834975404,5.8,-0.2,27.75,0.8187307530779818,0.181,0.9385467477374182,2.086,-0.471,10.125,0.97,Flooded Pothole,0.95,True
SC1953,Urban,Mud,Foggy,Dawn,11.27,9,7,116,113.58,Moderate,9.63,0.63,0.5316722770722437,8.76,-0.24,0.34,0.66,0.5568187789536133,8.95,-0.05,21.41,0.7557837414557255,0.213,0.9078666283390547,1.118,0.555,9.567,0.942,Flooded Pothole,0.95,True
SC1954,Urban,Concrete,Clear,Night_Dark,9.55,10,3,11,13.36,Low,9.39,-0.61,0.7623298065034962,10.02,0.02,0.26,0.74,0.6497906188812154,10.3,0.3,24.85,0.8869204367171575,0.113,0.9613258020528856,2.824,-0.038,10.311,0.973,Flooded Pothole,0.95,True
SC1955,Rural,Gravel,Clear,Night_Streetlights,6.01,15,2,63,58.72,Low,15.08,0.08,0.7453122655734501,12.68,-2.32,0.24,0.76,0.6740595319050396,14.94,-0.06,25.81,0.9231163463866358,0.102,0.9737153259229747,9.24,1.432,9.441,0.958,Shallow Puddle,0.9,True
SC1956,Rural,Asphalt,Mist,Night_Streetlights,2.89,9,8,185,175.83,Moderate,9.88,0.88,0.45779765216208895,0.61,-8.39,0.36,0.64,0.5345729353032141,8.96,-0.04,21.53,0.7261490370736909,0.245,0.896944005190432,3.0,1.51,9.362,0.984,Flooded Pothole,0.95,True
SC1957,Rural,Concrete,Cloudy,Dawn,2.57,13,3,111,107.93,Moderate,12.89,-0.11,0.6552830495326406,10.07,-2.93,0.26,0.74,0.6497906188812154,13.17,0.17,24.65,0.8869204367171575,0.132,0.9608436395773654,-2.832,2.895,9.595,0.981,Flooded Pothole,0.95,True
SC1958,Urban,Mud,Clear,Daylight,4.19,20,1,5,4.25,Low,19.66,-0.34,0.8548750167246694,18.88,-1.12,0.22,0.78,0.42381367787810986,20.0,0.0,27.52,0.9607894391523232,0.071,0.9865495029400153,-0.799,1.632,10.063,0.963,Shallow Puddle,0.9,True
SC1959,Urban,Concrete,Thunderstorm,Daylight,9.56,15,10,349,346.72,Extreme,14.3,-0.7,0.3151356808620157,15.01,0.01,0.4,0.6,0.49123845184678905,15.28,0.28,16.35,0.6703200460356393,0.3,0.7921496700255587,3.771,4.721,9.894,0.977,Flooded Pothole,0.95,True
SC1960,Urban,Dirt,Foggy,Dusk,7.5,20,0,206,202.89,Moderate,20.2,0.2,0.6540156487885272,20.18,0.18,0.0,1.0,1.0,19.79,-0.21,29.75,1.0,0.091,0.9984136212080739,11.079,5.966,8.86,0.95,Dry,0.98,False
SC1961,Urban,Asphalt,Foggy,Dawn,6.91,11,3,249,250.42,Moderate,11.16,0.16,0.5216950798463934,7.26,-3.74,0.26,0.74,0.6497906188812154,11.09,0.09,28.68,0.8869204367171575,0.16,0.9618519761719069,7.397,2.291,9.948,0.976,Shallow Puddle,0.9,True
SC1962,Urban,Gravel,Foggy,Dusk,3.52,10,6,154,154.58,Moderate,9.8,-0.2,0.5234425483323101,3.85,-6.15,0.32,0.68,0.5794577764970238,10.34,0.34,24.16,0.7866278610665535,0.201,0.9252378020864563,1.966,2.821,9.321,0.977,Flooded Pothole,0.95,True
SC1963,Rural,Asphalt,Drizzle,Night_Dark,3.6,16,16,179,182.2,Extreme,16.73,0.73,0.30375919900373344,15.9,-0.1,0.52,0.48,0.3701047611857118,15.94,-0.06,10.68,0.5272924240430485,0.3,0.2797003881240577,-0.195,2.692,10.338,0.984,Flooded Pothole,0.95,True
SC1964,Rural,Concrete,Drizzle,Daylight,3.19,15,8,180,182.75,Severe,16.16,1.16,0.4527568738016573,15.17,0.17,0.36,0.64,0.5345729353032141,14.69,-0.31,20.74,0.7261490370736909,0.247,0.8932517828072097,5.954,2.666,10.463,0.982,Flooded Pothole,0.95,True
SC1965,Rural,Gravel,Clear,Night_Streetlights,3.13,17,6,23,26.68,Moderate,17.51,0.51,0.6423075757922991,16.91,-0.09,0.32,0.68,0.5794577764970238,17.69,0.69,21.18,0.7866278610665535,0.175,0.9184820957493948,1.553,0.207,10.368,0.973,Flooded Pothole,0.95,True
SC1966,Urban,Dirt,Mist,Daylight,9.47,11,9,174,175.17,Severe,12.53,1.53,0.43593069704452897,10.87,-0.13,0.38,0.62,0.5127146630448847,10.94,-0.06,20.82,0.697676326071031,0.265,0.8827096974283687,5.883,1.419,9.46,0.955,Flooded Pothole,0.95,True
SC1967,Rural,Concrete,Drizzle,Night_Streetlights,7.67,6,5,138,137.91,Moderate,6.12,0.12,0.5651545756681241,6.08,0.08,0.3,0.7,0.6024955834975404,6.6,0.6,25.94,0.8187307530779818,0.178,0.9380744130382541,1.661,1.727,9.968,0.978,Flooded Pothole,0.95,True
SC1968,Urban,Gravel,Foggy,Dawn,10.3,14,0,155,156.54,Low,14.11,0.11,0.704361190291616,14.03,0.03,0.0,1.0,1.0,14.06,0.06,30.08,1.0,0.081,0.9986018067290515,5.463,-0.469,10.418,0.947,Dry,0.98,False
SC1969,Urban,Gravel,Rainy,Night_Streetlights,8.02,15,14,220,220.0,Extreme,16.29,1.29,0.31600412869186245,1.45,-13.55,0.48,0.52,0.40904648775460783,14.57,-0.43,13.22,0.5712090638488149,0.3,0.5447896419725446,4.634,3.921,10.141,0.968,Flooded Pothole,0.95,True
SC1970,Rural,Concrete,Rainy,Night_Dark,10.57,14,12,290,286.56,Extreme,14.18,0.18,0.3139580188318485,2.12,-11.88,0.44,0.56,0.449410526858988,14.19,0.19,15.43,0.6187833918061408,0.3,0.7298740542935812,7.252,2.273,9.282,0.974,Flooded Pothole,0.95,True
SC1971,Urban,Concrete,Foggy,Dawn,10.57,5,0,112,102.43,Low,4.68,-0.32,0.7680595575100575,5.13,0.13,0.0,1.0,1.0,4.67,-0.33,31.78,1.0,0.07,0.9988509841633915,-0.011,2.21,9.688,0.969,Dry,0.98,False
SC1972,Urban,Gravel,Drizzle,Night_Streetlights,2.54,17,5,104,106.61,Moderate,17.81,0.81,0.5941782027394551,11.94,-5.06,0.3,0.7,0.6024955834975404,16.65,-0.35,24.65,0.8187307530779818,0.171,0.9373985581432438,3.451,2.367,9.572,0.978,Flooded Pothole,0.95,True
SC1973,Urban,Concrete,Rainy,Dusk,8.54,7,4,226,232.37,Moderate,7.71,0.71,0.5107924171402575,6.9,-0.1,0.28,0.72,0.6259379294871402,7.02,0.02,24.4,0.8521437889662113,0.176,0.9484017437609243,0.165,0.087,10.118,0.977,Flooded Pothole,0.95,True
SC1974,Urban,Gravel,Clear,Dusk,11.3,9,4,58,53.9,Low,9.57,0.57,0.6796074003299828,8.82,-0.18,0.28,0.72,0.6259379294871402,8.87,-0.13,23.54,0.8521437889662113,0.141,0.9479735372514982,2.012,1.801,9.362,0.951,Flooded Pothole,0.95,True
SC1975,Urban,Concrete,Mist,Dawn,3.13,20,5,81,73.55,Moderate,20.32,0.32,0.6264539568527272,20.17,0.17,0.3,0.7,0.6024955834975404,19.97,-0.03,21.74,0.8187307530779818,0.165,0.9320290570319091,0.322,4.41,8.944,0.982,Flooded Pothole,0.95,True
SC1976,Rural,Concrete,Thunderstorm,Night_Dark,9.03,13,4,255,259.2,Moderate,14.14,1.14,0.4893291047657552,12.9,-0.1,0.28,0.72,0.6259379294871402,12.91,-0.09,25.97,0.8521437889662113,0.182,0.9493417585442636,1.835,3.528,9.292,0.97,Flooded Pothole,0.95,True
SC1977,Urban,Dirt,Mist,Daylight,8.78,11,1,130,138.11,Low,10.93,-0.07,0.6900605028121206,10.8,-0.2,0.22,0.78,0.42381367787810986,11.09,0.09,30.0,0.9607894391523232,0.098,0.9864038366633541,5.438,-0.329,10.005,0.946,Shallow Puddle,0.9,True
SC1978,Urban,Asphalt,Rainy,Night_Streetlights,11.73,19,13,164,164.03,Extreme,19.09,0.09,0.363328461947821,19.15,0.15,0.46,0.54,0.4290481453518004,19.14,0.14,13.25,0.5945205479701944,0.3,0.5542717031735183,-0.114,1.398,8.915,0.973,Flooded Pothole,0.95,True
SC1979,Urban,Mud,Mist,Dawn,9.19,13,11,116,116.25,Severe,12.69,-0.31,0.43344082381650423,13.1,0.1,0.42,0.58,0.4701388626627085,13.27,0.27,16.75,0.6440364210831414,0.293,0.7975644861761753,0.604,2.284,10.4,0.952,Flooded Pothole,0.95,True
SC1980,Rural,Concrete,Clear,Dusk,6.48,11,3,88,88.2,Moderate,11.53,0.53,0.6762989952903068,11.09,0.09,0.26,0.74,0.6497906188812154,10.98,-0.02,27.55,0.8869204367171575,0.128,0.962228004168711,2.592,3.957,10.185,0.975,Flooded Pothole,0.95,True
SC1981,Urban,Asphalt,Thunderstorm,Night_Dark,9.03,18,17,493,495.0,Extreme,18.0,0.0,0.17516971062265385,0.96,-17.04,0.54,0.46,0.3511545673949525,17.95,-0.05,10.36,0.5066169923655895,0.3,0.247996059021618,-1.458,1.372,9.685,0.978,Flooded Pothole,0.95,True
SC1982,Urban,Concrete,Drizzle,Dusk,10.21,7,5,196,194.16,Moderate,7.08,0.08,0.5165123912018268,2.59,-4.41,0.3,0.7,0.6024955834975404,7.18,0.18,22.86,0.8187307530779818,0.189,0.9346663444545016,0.503,0.624,9.814,0.976,Flooded Pothole,0.95,True
SC1983,Urban,Mud,Drizzle,Dusk,6.07,9,5,168,170.85,Moderate,9.32,0.32,0.5361399774749931,9.06,0.06,0.3,0.7,0.6024955834975404,9.03,0.03,25.78,0.8187307530779818,0.184,0.9378962921582495,-0.347,0.381,9.955,0.961,Flooded Pothole,0.95,True
SC1984,Rural,Mud,Drizzle,Night_Streetlights,10.14,16,9,117,118.73,Severe,16.33,0.33,0.477129183410616,7.31,-8.69,0.38,0.62,0.5127146630448847,16.47,0.47,19.67,0.697676326071031,0.254,0.8747420046944874,7.22,5.777,9.966,0.929,Flooded Pothole,0.95,True
SC1985,Rural,Dirt,Drizzle,Night_Streetlights,5.33,7,4,115,114.53,Moderate,7.24,0.24,0.6167768437476084,6.91,-0.09,0.28,0.72,0.6259379294871402,7.13,0.13,23.11,0.8521437889662113,0.153,0.9470629931851094,1.694,0.421,10.248,0.961,Flooded Pothole,0.95,True
SC1986,Rural,Gravel,Rainy,Night_Dark,7.06,10,0,207,202.6,Low,9.93,-0.07,0.6543191824639321,10.02,0.02,0.0,1.0,1.0,9.96,-0.04,26.47,1.0,0.091,0.997833895255328,4.664,2.169,9.261,0.951,Dry,0.98,False
SC1987,Rural,Concrete,Foggy,Daylight,2.82,9,3,201,208.87,Moderate,9.72,0.72,0.5575561852546889,6.13,-2.87,0.26,0.74,0.6497906188812154,9.33,0.33,24.93,0.8869204367171575,0.152,0.960725266595303,2.966,1.534,9.657,0.982,Flooded Pothole,0.95,True
SC1988,Urban,Dirt,Foggy,Night_Dark,7.75,6,4,126,135.44,Moderate,5.83,-0.17,0.596483320568646,6.04,0.04,0.28,0.72,0.6259379294871402,6.19,0.19,25.78,0.8521437889662113,0.157,0.9496907670509357,2.721,0.975,10.079,0.959,Flooded Pothole,0.95,True
SC1989,Urban,Gravel,Mist,Daylight,5.25,15,15,94,93.23,Extreme,15.86,0.86,0.3681856442293056,0.03,-14.97,0.5,0.5,0.38940039153570244,14.86,-0.14,11.15,0.5488116360940265,0.3,0.32842164423976855,0.599,4.266,9.779,0.976,Flooded Pothole,0.95,True
SC1990,Rural,Gravel,Foggy,Night_Streetlights,9.5,12,9,189,193.05,Severe,11.99,-0.01,0.42363628935631586,12.14,0.14,0.38,0.62,0.5127146630448847,12.28,0.28,16.7,0.697676326071031,0.269,0.8155848716301315,1.967,0.308,10.303,0.953,Flooded Pothole,0.95,True
SC1991,Urban,Asphalt,Mist,Night_Streetlights,2.01,9,3,171,176.66,Moderate,10.11,1.11,0.5870437091506748,9.04,0.04,0.26,0.74,0.6497906188812154,9.65,0.65,25.99,0.8869204367171575,0.145,0.9614610147982147,4.228,2.242,9.213,0.983,Shallow Puddle,0.9,True
SC1992,Urban,Mud,Rainy,Daylight,9.56,7,4,181,181.91,Moderate,6.63,-0.37,0.553742224088217,7.02,0.02,0.28,0.72,0.6259379294871402,7.09,0.09,25.97,0.8521437889662113,0.166,0.9496224853810216,3.106,2.258,9.709,0.945,Flooded Pothole,0.95,True
SC1993,Urban,Gravel,Foggy,Dawn,2.31,11,0,104,109.33,Low,10.74,-0.26,0.7596268143866989,10.92,-0.08,0.0,1.0,1.0,11.23,0.23,29.77,1.0,0.072,0.9987305272090252,6.087,-0.084,10.323,0.977,Dry,0.98,False
SC1994,Urban,Asphalt,Cloudy,Dawn,11.51,7,4,165,166.0,Moderate,7.21,0.21,0.5680192329538545,6.88,-0.12,0.28,0.72,0.6259379294871402,7.28,0.28,24.41,0.8521437889662113,0.163,0.9486380757494407,2.686,0.233,9.208,0.972,Flooded Pothole,0.95,True
SC1995,Rural,Dirt,Mist,Night_Streetlights,5.0,5,5,156,150.36,Moderate,5.06,0.06,0.5540080841570915,4.7,-0.3,0.3,0.7,0.6024955834975404,4.88,-0.12,22.55,0.8187307530779818,0.18,0.9341400999963765,2.404,0.433,10.101,0.968,Flooded Pothole,0.95,True
SC1996,Rural,Dirt,Cloudy,Dusk,8.35,18,18,172,175.09,Extreme,18.02,0.02,0.2779972659644812,0.27,-17.73,0.56,0.44,0.3325448462405192,18.96,0.96,8.08,0.4867522559599717,0.3,0.09894604522952745,0.202,1.163,9.287,0.954,Flooded Pothole,0.95,True
SC1997,Urban,Mud,Mist,Night_Streetlights,5.51,6,3,120,120.71,Low,5.61,-0.39,0.6420198864455696,5.98,-0.02,0.26,0.74,0.6497906188812154,6.37,0.37,30.26,0.8869204367171575,0.134,0.9624261879596343,0.42,2.169,9.33,0.962,Shallow Puddle,0.9,True
SC1998,Rural,Gravel,Thunderstorm,Night_Streetlights,7.87,8,6,426,428.5,Severe,6.81,-1.19,0.33769910563333505,1.89,-6.11,0.32,0.68,0.5794577764970238,8.03,0.03,22.93,0.7866278610665535,0.256,0.9224532745652492,0.845,1.294,10.184,0.959,Flooded Pothole,0.95,True
SC1999,Rural,Gravel,Clear,Night_Streetlights,11.06,6,3,97,93.35,Low,6.3,0.3,0.6707491881759391,5.81,-0.19,0.26,0.74,0.6497906188812154,5.86,-0.14,27.37,0.8869204367171575,0.129,0.9621730476046977,0.46,-0.283,10.234,0.942,Shallow Puddle,0.9,True
SC2000,Rural,Dirt,Foggy,Dawn,6.55,7,3,124,118.92,Low,7.42,0.42,0.6438612669986421,6.79,-0.21,0.26,0.74,0.6497906188812154,7.27,0.27,25.24,0.8869204367171575,0.134,0.9612487230428707,1.617,1.67,9.529,0.952,Flooded Pothole,0.95,True
SC2001,Urban,Gravel,Foggy,Night_Streetlights,7.53,6,2,179,177.88,Low,6.31,0.31,0.6159385973768455,5.92,-0.08,0.24,0.76,0.6740595319050396,6.02,0.02,28.46,0.9231163463866358,0.126,0.9740279806215343,-0.024,0.891,10.278,0.962,Shallow Puddle,0.9,True
SC2002,Urban,Dirt,Foggy,Night_Streetlights,7.93,8,0,132,136.8,Low,8.28,0.28,0.7269627796059683,7.97,-0.03,0.0,1.0,1.0,7.98,-0.02,33.52,1.0,0.077,0.998765242900683,3.878,1.089,9.581,0.948,Dry,0.98,False
SC2003,Rural,Asphalt,Clear,Night_Dark,8.97,10,7,35,39.75,Moderate,9.97,-0.03,0.5983376812746384,3.03,-6.97,0.34,0.66,0.5568187789536133,9.94,-0.06,21.4,0.7557837414557255,0.198,0.9080860579969352,4.349,0.823,9.828,0.973,Flooded Pothole,0.95,True
SC2004,Urban,Dirt,Drizzle,Night_Dark,3.74,8,8,205,198.85,Moderate,8.11,0.11,0.441242794770484,8.27,0.27,0.36,0.64,0.5345729353032141,8.13,0.13,16.66,0.7261490370736909,0.25,0.8242976851071904,0.355,2.809,9.729,0.977,Flooded Pothole,0.95,True
SC2005,Rural,Dirt,Thunderstorm,Daylight,5.31,6,2,403,409.08,Moderate,6.84,0.84,0.4254839721290644,5.95,-0.05,0.24,0.76,0.6740595319050396,6.14,0.14,26.31,0.9231163463866358,0.172,0.972722496949238,-1.004,1.493,9.888,0.958,Shallow Puddle,0.9,True
SC2006,Urban,Asphalt,Thunderstorm,Dawn,4.49,11,7,374,371.65,Severe,12.39,1.39,0.35181845122540795,3.92,-7.08,0.34,0.66,0.5568187789536133,10.54,-0.46,21.51,0.7557837414557255,0.264,0.907348726140327,1.73,2.22,9.269,0.982,Flooded Pothole,0.95,True
SC2007,Urban,Dirt,Thunderstorm,Night_Streetlights,4.23,6,2,296,295.61,Moderate,6.79,0.79,0.5101879968058105,6.0,0.0,0.24,0.76,0.6740595319050396,5.92,-0.08,29.17,0.9231163463866358,0.149,0.9737079599355865,1.6,2.422,10.186,0.969,Shallow Puddle,0.9,True
SC2008,Rural,Mud,Cloudy,Night_Streetlights,3.39,8,1,92,92.6,Low,7.87,-0.13,0.7421825810343652,8.17,0.17,0.22,0.78,0.42381367787810986,8.02,0.02,28.8,0.9607894391523232,0.089,0.9864535414928512,-0.795,3.16,9.994,0.963,Shallow Puddle,0.9,True
SC2009,Urban,Mud,Rainy,Night_Streetlights,9.08,16,13,125,125.89,Severe,15.82,-0.18,0.3861906961631285,2.84,-13.16,0.46,0.54,0.4290481453518004,16.37,0.37,16.31,0.5945205479701944,0.3,0.7625679126649576,1.828,3.469,9.209,0.952,Flooded Pothole,0.95,True
SC2010,Urban,Gravel,Rainy,Night_Streetlights,7.57,6,2,231,232.09,Moderate,6.57,0.57,0.5647658830456587,6.0,0.0,0.24,0.76,0.6740595319050396,6.18,0.18,28.2,0.9231163463866358,0.136,0.973820351909266,-1.004,0.484,9.32,0.962,Shallow Puddle,0.9,True
SC2011,Urban,Dirt,Clear,Dawn,6.75,13,10,45,45.07,Moderate,13.37,0.37,0.5106289897165549,12.86,-0.14,0.4,0.6,0.49123845184678905,13.11,0.11,17.94,0.6703200460356393,0.259,0.839804436869333,6.508,3.116,9.372,0.964,Flooded Pothole,0.95,True
SC2012,Urban,Mud,Cloudy,Dawn,7.7,5,1,72,69.49,Low,5.47,0.47,0.7701392009643858,4.81,-0.19,0.22,0.78,0.42381367787810986,4.95,-0.05,30.34,0.9607894391523232,0.084,0.9866551737752478,0.389,1.446,9.955,0.947,Shallow Puddle,0.9,True
SC2013,Rural,Concrete,Mist,Night_Dark,2.67,16,8,141,142.58,Moderate,16.32,0.32,0.48281196864387893,16.04,0.04,0.36,0.64,0.5345729353032141,16.04,0.04,18.13,0.7261490370736909,0.239,0.8643700484075862,-1.683,4.103,10.397,0.983,Flooded Pothole,0.95,True
SC2014,Rural,Concrete,Clear,Night_Dark,3.47,6,1,25,23.25,Low,6.57,0.57,0.8292778642258958,5.9,-0.1,0.22,0.78,0.42381367787810986,5.96,-0.04,27.99,0.9607894391523232,0.075,0.9865726266136678,-1.274,1.095,10.249,0.979,Shallow Puddle,0.9,True
SC2015,Rural,Concrete,Clear,Dusk,2.12,6,4,100,99.56,Moderate,6.01,0.01,0.6317282256672175,2.15,-3.85,0.28,0.72,0.6259379294871402,6.03,0.03,26.36,0.8521437889662113,0.15,0.9500540962272083,0.476,0.919,9.947,0.985,Flooded Pothole,0.95,True
SC2016,Rural,Mud,Foggy,Night_Dark,5.2,5,2,135,129.75,Low,5.04,0.04,0.665244923579335,4.97,-0.03,0.24,0.76,0.6740595319050396,5.07,0.07,26.41,0.9231163463866358,0.116,0.9737339765293045,2.783,2.47,9.57,0.955,Shallow Puddle,0.9,True
SC2017,Rural,Concrete,Thunderstorm,Daylight,6.78,11,10,371,375.58,Extreme,12.33,1.33,0.300914833335257,0.7,-10.3,0.4,0.6,0.49123845184678905,10.86,-0.14,17.2,0.6703200460356393,0.3,0.8211542658755269,2.579,0.799,9.699,0.979,Flooded Pothole,0.95,True
SC2018,Urban,Concrete,Cloudy,Night_Streetlights,10.58,7,2,82,95.16,Low,7.02,0.02,0.7031001053082316,7.25,0.25,0.24,0.76,0.6740595319050396,6.82,-0.18,26.12,0.9231163463866358,0.109,0.9737387720451025,0.19,2.129,9.766,0.972,Shallow Puddle,0.9,True
SC2019,Urban,Concrete,Rainy,Night_Dark,8.27,7,2,183,179.57,Low,6.81,-0.19,0.6142753491345813,6.96,-0.04,0.24,0.76,0.6740595319050396,7.17,0.17,29.34,0.9231163463866358,0.126,0.9741203778335867,1.156,-0.129,10.35,0.975,Shallow Puddle,0.9,True
SC2020,Rural,Dirt,Cloudy,Dusk,2.43,18,1,160,166.12,Moderate,18.49,0.49,0.6598174982518429,18.08,0.08,0.22,0.78,0.42381367787810986,18.01,0.01,28.05,0.9607894391523232,0.103,0.9861190306875212,0.856,1.008,9.256,0.971,Shallow Puddle,0.9,True
SC2021,Rural,Gravel,Clear,Daylight,8.06,16,12,57,52.23,Severe,16.58,0.58,0.4567733330869119,3.65,-12.35,0.44,0.56,0.449410526858988,15.77,-0.23,17.33,0.6187833918061408,0.3,0.8051845786100041,4.496,2.672,9.182,0.959,Flooded Pothole,0.95,True
SC2022,Urban,Concrete,Rainy,Night_Dark,7.99,18,5,181,190.5,Moderate,18.46,0.46,0.5195459613890995,18.17,0.17,0.3,0.7,0.6024955834975404,17.95,-0.05,21.99,0.8187307530779818,0.188,0.9324662943971274,10.833,2.518,9.157,0.975,Flooded Pothole,0.95,True
SC2023,Rural,Gravel,Thunderstorm,Dawn,2.66,18,0,356,359.06,Moderate,18.3,0.3,0.5094131001213394,18.01,0.01,0.0,1.0,1.0,17.96,-0.04,31.44,1.0,0.122,0.9979631800179612,9.954,4.184,10.453,0.972,Dry,0.98,False
SC2024,Urban,Asphalt,Thunderstorm,Dawn,4.81,16,8,350,345.07,Severe,15.79,-0.21,0.3491994604922449,7.7,-8.3,0.36,0.64,0.5345729353032141,16.02,0.02,18.77,0.7261490370736909,0.279,0.8743456141234067,7.165,1.254,9.704,0.98,Flooded Pothole,0.95,True
SC2025,Rural,Gravel,Thunderstorm,Night_Dark,11.48,15,9,468,464.58,Extreme,14.75,-0.25,0.2743562046263169,14.96,-0.04,0.38,0.62,0.5127146630448847,14.99,-0.01,21.07,0.697676326071031,0.3,0.8833185564525979,-1.613,0.515,10.027,0.943,Flooded Pothole,0.95,True
SC2026,Rural,Mud,Rainy,Night_Dark,2.91,9,7,206,206.68,Moderate,10.16,1.16,0.45809073643643655,9.2,0.2,0.34,0.66,0.5568187789536133,9.16,0.16,21.71,0.7557837414557255,0.231,0.9086842355388542,0.977,1.599,9.885,0.973,Flooded Pothole,0.95,True
SC2027,Rural,Dirt,Foggy,Night_Dark,11.34,7,4,168,168.11,Moderate,7.58,0.58,0.5661048333481973,6.94,-0.06,0.28,0.72,0.6259379294871402,6.67,-0.33,25.94,0.8521437889662113,0.164,0.9496439676322438,0.4,-1.412,9.884,0.931,Flooded Pothole,0.95,True
SC2028,Urban,Gravel,Drizzle,Dusk,5.49,12,9,128,122.34,Moderate,11.88,-0.12,0.4743812289794409,12.0,0.0,0.38,0.62,0.5127146630448847,12.17,0.17,19.45,0.697676326071031,0.254,0.8725965935203193,4.196,1.488,9.975,0.973,Flooded Pothole,0.95,True
SC2029,Urban,Gravel,Thunderstorm,Dusk,7.98,18,8,317,321.83,Severe,17.56,-0.44,0.3624285237468079,18.19,0.19,0.36,0.64,0.5345729353032141,17.62,-0.38,23.58,0.7261490370736909,0.274,0.9013029914556967,1.025,2.812,9.925,0.962,Flooded Pothole,0.95,True
SC2030,Urban,Concrete,Thunderstorm,Dusk,5.61,11,10,425,422.94,Extreme,11.5,0.5,0.278955223301345,0.43,-10.57,0.4,0.6,0.49123845184678905,10.98,-0.02,18.34,0.6703200460356393,0.3,0.8465847270038009,-1.64,1.942,10.395,0.983,Flooded Pothole,0.95,True
SC2031,Rural,Mud,Cloudy,Night_Streetlights,8.39,10,1,124,123.57,Low,9.92,-0.08,0.7063022619768782,8.72,-1.28,0.22,0.78,0.42381367787810986,10.15,0.15,28.85,0.9607894391523232,0.095,0.9863593512148779,-0.453,1.842,10.144,0.929,Shallow Puddle,0.9,True
SC2032,Rural,Concrete,Cloudy,Night_Streetlights,6.84,16,7,150,157.7,Moderate,16.06,0.06,0.49543456126409147,15.93,-0.07,0.34,0.66,0.5568187789536133,16.16,0.16,19.17,0.7557837414557255,0.222,0.8912042037016222,6.276,0.872,9.554,0.975,Flooded Pothole,0.95,True
SC2033,Rural,Gravel,Foggy,Dusk,4.53,9,4,118,111.93,Moderate,9.68,0.68,0.6193479796724024,8.82,-0.18,0.28,0.72,0.6259379294871402,9.38,0.38,23.11,0.8521437889662113,0.152,0.9470800871547853,4.484,0.169,9.38,0.968,Flooded Pothole,0.95,True
SC2034,Rural,Dirt,Clear,Dawn,6.55,11,4,63,63.92,Moderate,11.26,0.26,0.6687988076722111,6.16,-4.84,0.28,0.72,0.6259379294871402,10.96,-0.04,25.87,0.8521437889662113,0.143,0.949972617025956,-0.856,3.203,9.283,0.951,Flooded Pothole,0.95,True
