scenario_id,road_environment,road_type,weather,lighting,vehicle_speed,true_depth,water_depth,true_ntu,ntu,severity,lidar,lidar_error,R_lidar,ultrasonic,ultrasonic_error,surface_echo,bottom_echo,measurement_type,bottom_confidence,echo_ambiguity,R_ultrasonic,radar,radar_error,snr,rcs,clutter_probability,R_radar,imu_pitch,imu_roll,imu_acceleration,R_imu,water_state,R_water,water_contact,surface_sigma,bottom_sigma
SC2400,Urban,Gravel,Thunderstorm,Night_Streetlights,3.97,10.0,1.0,430.0,430.11,Moderate,9.62,-0.38,0.397,9.98,-0.02,0.192,0.798,Mixed,0.728,0.394,0.651,9.84,-0.16,28.03,0.9607894391523232,0.156,0.956,0.073,2.194,10.292,0.971,Shallow Puddle,0.9,True,0.342,0.158
SC2401,Rural,Asphalt,Cloudy,Dusk,9.03,16.0,14.0,159.0,140.82,Extreme,18.38,2.38,0.315,9.46,-6.54,0.457,0.459,Surface,0.249,0.998,0.25,15.7,-0.3,12.46,0.5712090638488149,0.3,0.529,2.709,1.803,9.449,0.975,Flooded Pothole,0.95,True,0.498,0.255
SC2402,Rural,Mud,Rainy,Dawn,2.05,11.0,1.0,263.0,266.58,Moderate,9.68,-1.32,0.551,11.3,0.3,0.192,0.798,Bottom,0.728,0.394,0.667,10.81,-0.19,28.92,0.9607894391523232,0.123,0.956,5.094,1.24,10.152,0.972,Shallow Puddle,0.9,True,0.342,0.158
SC2403,Urban,Concrete,Foggy,Night_Streetlights,10.38,10.0,7.0,165.0,176.02,Moderate,10.61,0.61,0.454,6.38,-3.62,0.363,0.585,Surface,0.42,0.778,0.25,9.92,-0.08,23.55,0.7557837414557255,0.225,0.727,2.873,4.11,9.935,0.976,Flooded Pothole,0.95,True,0.414,0.203
SC2404,Rural,Dirt,Thunderstorm,Daylight,2.64,7.0,5.0,399.0,397.0,Moderate,4.55,-2.45,0.331,6.97,-0.03,0.319,0.641,Bottom,0.498,0.678,0.436,6.94,-0.06,23.61,0.8187307530779818,0.229,0.797,0.09,1.607,9.4,0.976,Flooded Pothole,0.95,True,0.39,0.188
SC2405,Urban,Concrete,Mist,Night_Streetlights,11.8,5.0,0.0,87.0,92.99,Low,5.28,0.28,0.83,5.04,0.04,0.0,1.0,Bottom,1.0,0.0,1.0,5.0,0.0,28.41,1.0,0.069,1.0,1.994,0.834,9.33,0.967,Dry,0.98,False,0.0,0.15
SC2406,Rural,Dirt,Rainy,Dawn,7.89,14.0,5.0,280.0,269.09,Moderate,14.19,0.19,0.427,12.88,-1.12,0.319,0.641,Mixed,0.498,0.678,0.356,14.09,0.09,23.88,0.8187307530779818,0.204,0.797,-0.109,0.773,9.005,0.944,Flooded Pothole,0.95,True,0.39,0.188
SC2407,Urban,Asphalt,Clear,Night_Streetlights,11.14,20.0,14.0,15.0,23.43,Severe,21.17,1.17,0.398,20.87,0.87,0.457,0.459,Bottom,0.249,0.998,0.25,19.68,-0.32,14.19,0.5712090638488149,0.3,0.529,6.808,3.468,10.233,0.973,Flooded Pothole,0.95,True,0.498,0.255
SC2408,Urban,Asphalt,Mist,Dusk,11.41,12.0,8.0,178.0,179.88,Moderate,12.65,0.65,0.423,8.07,-3.93,0.382,0.562,Surface,0.387,0.82,0.25,12.58,0.58,20.29,0.7261490370736909,0.246,0.695,1.689,0.58,10.365,0.973,Flooded Pothole,0.95,True,0.426,0.21
SC2409,Rural,Asphalt,Foggy,Dawn,5.17,15.0,7.0,116.0,120.68,Moderate,14.84,-0.16,0.507,14.08,-0.92,0.363,0.585,Mixed,0.42,0.778,0.305,15.32,0.32,20.27,0.7557837414557255,0.214,0.727,2.026,3.965,9.638,0.977,Flooded Pothole,0.95,True,0.414,0.203
SC2410,Urban,Concrete,Drizzle,Night_Dark,8.47,6.0,6.0,156.0,153.56,Moderate,6.26,0.26,0.506,6.23,0.23,0.342,0.612,Bottom,0.457,0.73,0.389,6.55,0.55,21.09,0.7866278610665535,0.201,0.761,-0.702,2.121,9.492,0.981,Flooded Pothole,0.95,True,0.402,0.195
SC2411,Rural,Mud,Rainy,Night_Dark,8.48,20.0,20.0,177.0,178.54,Extreme,20.32,0.32,0.2,16.92,-3.08,0.494,0.398,Mixed,0.17,0.904,0.25,20.38,0.38,5.54,0.44932896411722156,0.3,0.403,5.446,4.292,9.434,0.948,Flooded Pothole,0.95,True,0.57,0.3
SC2412,Rural,Concrete,Foggy,Night_Streetlights,8.03,8.0,6.0,197.0,195.98,Moderate,7.81,-0.19,0.464,8.23,0.23,0.342,0.612,Bottom,0.457,0.73,0.389,8.45,0.45,23.04,0.7866278610665535,0.209,0.761,2.289,1.49,9.212,0.976,Flooded Pothole,0.95,True,0.402,0.195
SC2413,Urban,Gravel,Rainy,Night_Streetlights,6.85,8.0,2.0,175.0,172.25,Moderate,9.53,1.53,0.625,7.0,-1.0,0.23,0.752,Surface,0.659,0.478,0.484,8.09,0.09,28.53,0.9231163463866358,0.124,0.913,0.085,0.397,9.516,0.963,Shallow Puddle,0.9,True,0.354,0.165
SC2414,Rural,Asphalt,Rainy,Night_Dark,10.31,13.0,3.0,179.0,181.68,Moderate,12.37,-0.63,0.576,11.45,-1.55,0.263,0.711,Surface,0.598,0.552,0.4,12.97,-0.03,25.31,0.8869204367171575,0.146,0.873,-0.122,0.014,9.648,0.965,Flooded Pothole,0.95,True,0.366,0.172
SC2415,Rural,Gravel,Cloudy,Daylight,11.96,14.0,9.0,79.0,80.79,Moderate,14.4,0.4,0.485,12.21,-1.79,0.398,0.54,Mixed,0.358,0.858,0.25,13.95,-0.05,20.58,0.697676326071031,0.246,0.664,-0.531,-0.002,10.32,0.942,Flooded Pothole,0.95,True,0.438,0.217
SC2416,Urban,Dirt,Clear,Dusk,3.4,10.0,6.0,84.0,89.34,Moderate,9.49,-0.51,0.575,8.98,-1.02,0.342,0.612,Mixed,0.457,0.73,0.329,10.22,0.22,21.41,0.7866278610665535,0.188,0.761,4.553,1.501,10.018,0.975,Flooded Pothole,0.95,True,0.402,0.195
SC2417,Rural,Concrete,Clear,Night_Dark,3.06,19.0,17.0,21.0,22.54,Extreme,20.87,1.87,0.33,20.31,1.31,0.479,0.425,Bottom,0.204,0.947,0.25,19.27,0.27,8.23,0.5066169923655895,0.3,0.462,5.299,2.071,9.741,0.985,Flooded Pothole,0.95,True,0.534,0.278
SC2418,Urban,Dirt,Thunderstorm,Daylight,8.6,5.0,5.0,455.0,454.05,Severe,5.15,0.15,0.295,2.34,-2.66,0.319,0.641,Surface,0.498,0.678,0.281,5.1,0.1,19.6,0.8187307530779818,0.241,0.797,1.725,1.158,9.766,0.961,Flooded Pothole,0.95,True,0.39,0.188
SC2419,Urban,Gravel,Thunderstorm,Night_Dark,8.84,7.0,3.0,344.0,337.44,Moderate,4.92,-2.08,0.422,5.38,-1.62,0.263,0.711,Surface,0.598,0.552,0.397,7.06,0.06,24.96,0.8869204367171575,0.177,0.873,2.807,0.052,9.85,0.959,Shallow Puddle,0.9,True,0.366,0.172
SC2420,Rural,Mud,Cloudy,Dawn,9.31,7.0,7.0,55.0,58.37,Moderate,7.52,0.52,0.575,6.94,-0.06,0.363,0.585,Bottom,0.42,0.778,0.365,7.67,0.67,24.15,0.7557837414557255,0.202,0.727,2.526,2.378,10.085,0.944,Flooded Pothole,0.95,True,0.414,0.203
SC2421,Rural,Mud,Mist,Night_Dark,11.28,5.0,0.0,149.0,151.82,Low,4.65,-0.35,0.738,5.13,0.13,0.0,1.0,Bottom,1.0,0.0,1.0,5.23,0.23,26.78,1.0,0.08,1.0,1.457,1.172,9.864,0.907,Dry,0.98,False,0.0,0.15
SC2422,Rural,Gravel,Foggy,Daylight,11.47,10.0,1.0,215.0,215.51,Moderate,9.63,-0.37,0.61,9.66,-0.34,0.192,0.798,Bottom,0.728,0.394,0.664,10.06,0.06,30.43,0.9607894391523232,0.113,0.956,-1.926,1.209,9.2,0.932,Shallow Puddle,0.9,True,0.342,0.158
SC2423,Urban,Gravel,Foggy,Night_Streetlights,7.39,16.0,14.0,102.0,104.61,Extreme,16.06,0.06,0.338,9.46,-6.54,0.457,0.459,Surface,0.249,0.998,0.25,16.02,0.02,14.39,0.5712090638488149,0.3,0.529,-1.557,0.459,9.982,0.969,Flooded Pothole,0.95,True,0.498,0.255
SC2424,Urban,Asphalt,Drizzle,Night_Dark,5.2,6.0,3.0,201.0,185.53,Moderate,5.77,-0.23,0.572,6.04,0.04,0.263,0.711,Bottom,0.598,0.552,0.537,6.24,0.24,24.71,0.8869204367171575,0.147,0.873,0.475,1.828,9.984,0.98,Shallow Puddle,0.9,True,0.366,0.172
SC2425,Urban,Asphalt,Thunderstorm,Daylight,7.96,17.0,2.0,326.0,322.89,Moderate,15.34,-1.66,0.463,17.01,0.01,0.23,0.752,Bottom,0.659,0.478,0.606,16.92,-0.08,27.52,0.9231163463866358,0.155,0.913,0.012,0.542,9.552,0.973,Shallow Puddle,0.9,True,0.354,0.165
SC2426,Urban,Asphalt,Cloudy,Night_Dark,9.91,20.0,18.0,119.0,122.18,Extreme,20.8,0.8,0.254,12.9,-7.1,0.484,0.416,Surface,0.192,0.931,0.25,19.86,-0.14,7.56,0.4867522559599717,0.3,0.441,6.792,1.23,10.631,0.977,Flooded Pothole,0.95,True,0.546,0.285
SC2427,Rural,Mud,Foggy,Night_Dark,7.79,9.0,7.0,200.0,198.04,Moderate,7.94,-1.06,0.434,5.35,-3.65,0.363,0.585,Surface,0.42,0.778,0.25,9.15,0.15,23.87,0.7557837414557255,0.23,0.727,3.699,0.953,10.054,0.947,Flooded Pothole,0.95,True,0.414,0.203
SC2428,Urban,Dirt,Drizzle,Dawn,4.59,16.0,7.0,110.0,102.87,Moderate,14.9,-1.1,0.526,11.85,-4.15,0.363,0.585,Surface,0.42,0.778,0.25,16.07,0.07,21.06,0.7557837414557255,0.211,0.727,2.667,0.844,10.263,0.968,Flooded Pothole,0.95,True,0.414,0.203
SC2429,Rural,Asphalt,Clear,Dusk,11.0,18.0,1.0,63.0,61.9,Low,18.45,0.45,0.83,18.14,0.14,0.192,0.798,Bottom,0.728,0.394,0.68,18.18,0.18,28.12,0.9607894391523232,0.082,0.956,5.256,3.704,9.858,0.962,Shallow Puddle,0.9,True,0.342,0.158
SC2430,Urban,Concrete,Rainy,Dusk,5.77,12.0,5.0,305.0,308.69,Moderate,11.85,-0.15,0.395,9.66,-2.34,0.319,0.641,Surface,0.498,0.678,0.292,11.65,-0.35,23.41,0.8187307530779818,0.212,0.797,1.431,1.86,9.711,0.979,Flooded Pothole,0.95,True,0.39,0.188
SC2431,Rural,Asphalt,Foggy,Night_Streetlights,10.85,10.0,4.0,111.0,106.56,Moderate,9.8,-0.2,0.629,9.05,-0.95,0.293,0.674,Mixed,0.545,0.618,0.403,9.87,-0.13,24.67,0.8521437889662113,0.151,0.834,0.511,-0.589,10.113,0.966,Flooded Pothole,0.95,True,0.378,0.18
SC2432,Rural,Dirt,Thunderstorm,Night_Dark,4.49,17.0,12.0,389.0,385.15,Extreme,15.54,-1.46,0.219,10.29,-6.71,0.437,0.487,Surface,0.286,0.95,0.25,17.38,0.38,13.43,0.6187833918061408,0.3,0.58,6.055,1.325,9.088,0.967,Flooded Pothole,0.95,True,0.474,0.24
SC2433,Rural,Gravel,Clear,Dusk,3.52,19.0,16.0,39.0,36.29,Extreme,20.82,1.82,0.342,15.64,-3.36,0.472,0.436,Mixed,0.218,0.963,0.25,18.64,-0.36,13.12,0.5272924240430485,0.3,0.483,1.871,4.055,10.313,0.976,Flooded Pothole,0.95,True,0.522,0.27
SC2434,Urban,Dirt,Cloudy,Night_Dark,3.42,15.0,3.0,148.0,148.86,Moderate,15.12,0.12,0.616,14.68,-0.32,0.263,0.711,Mixed,0.598,0.552,0.486,15.18,0.18,27.4,0.8869204367171575,0.14,0.873,4.219,3.993,8.848,0.971,Flooded Pothole,0.95,True,0.366,0.172
SC2435,Urban,Gravel,Thunderstorm,Night_Streetlights,3.25,13.0,8.0,389.0,383.35,Severe,13.63,0.63,0.282,12.91,-0.09,0.382,0.562,Bottom,0.387,0.82,0.337,12.71,-0.29,21.73,0.7261490370736909,0.287,0.695,1.257,0.257,9.173,0.978,Flooded Pothole,0.95,True,0.426,0.21
SC2436,Urban,Mud,Drizzle,Night_Dark,4.28,17.0,17.0,208.0,212.38,Extreme,15.14,-1.86,0.226,9.31,-7.69,0.479,0.425,Surface,0.204,0.947,0.25,17.24,0.24,8.65,0.5066169923655895,0.3,0.462,5.184,3.338,9.299,0.974,Flooded Pothole,0.95,True,0.534,0.278
SC2437,Rural,Asphalt,Cloudy,Dusk,11.91,17.0,15.0,88.0,91.23,Extreme,18.09,1.09,0.326,9.57,-7.43,0.465,0.447,Surface,0.233,0.982,0.25,16.83,-0.17,14.48,0.5488116360940265,0.3,0.506,4.209,5.146,9.519,0.97,Flooded Pothole,0.95,True,0.51,0.263
SC2438,Rural,Mud,Foggy,Night_Dark,8.23,7.0,6.0,105.0,104.4,Moderate,6.59,-0.41,0.558,6.08,-0.92,0.342,0.612,Mixed,0.457,0.73,0.333,6.76,-0.24,25.57,0.7866278610665535,0.191,0.761,-0.253,1.006,9.963,0.946,Flooded Pothole,0.95,True,0.402,0.195
SC2439,Urban,Asphalt,Drizzle,Dawn,5.58,11.0,1.0,143.0,144.54,Low,11.24,0.24,0.704,11.03,0.03,0.192,0.798,Bottom,0.728,0.394,0.689,10.98,-0.02,30.33,0.9607894391523232,0.099,0.956,5.279,1.713,10.686,0.976,Shallow Puddle,0.9,True,0.342,0.158
SC2440,Urban,Mud,Thunderstorm,Daylight,4.13,18.0,3.0,309.0,308.96,Moderate,18.73,0.73,0.447,18.11,0.11,0.263,0.711,Bottom,0.598,0.552,0.532,17.85,-0.15,28.22,0.8869204367171575,0.172,0.873,-0.066,2.389,10.847,0.965,Shallow Puddle,0.9,True,0.366,0.172
SC2441,Urban,Dirt,Drizzle,Daylight,5.21,12.0,0.0,145.0,140.83,Low,11.85,-0.15,0.755,11.95,-0.05,0.0,1.0,Bottom,1.0,0.0,1.0,11.95,-0.05,31.08,1.0,0.078,1.0,4.492,3.566,9.52,0.961,Dry,0.98,False,0.0,0.15
SC2442,Urban,Mud,Rainy,Dusk,11.06,5.0,1.0,212.0,210.42,Low,5.84,0.84,0.617,5.05,0.05,0.192,0.798,Bottom,0.728,0.394,0.688,4.88,-0.12,29.43,0.9607894391523232,0.112,0.956,-1.924,0.697,9.569,0.93,Shallow Puddle,0.9,True,0.342,0.158
SC2443,Rural,Gravel,Rainy,Daylight,2.97,13.0,1.0,277.0,276.92,Moderate,12.9,-0.1,0.54,12.82,-0.18,0.192,0.798,Surface,0.728,0.394,0.612,13.38,0.38,28.97,0.9607894391523232,0.125,0.956,5.694,0.259,9.62,0.972,Shallow Puddle,0.9,True,0.342,0.158
SC2444,Urban,Gravel,Thunderstorm,Daylight,9.88,14.0,4.0,257.0,251.02,Moderate,13.54,-0.46,0.471,13.42,-0.58,0.293,0.674,Mixed,0.545,0.618,0.421,14.75,0.75,24.62,0.8521437889662113,0.18,0.834,0.016,4.052,10.054,0.953,Flooded Pothole,0.95,True,0.378,0.18
SC2445,Rural,Dirt,Thunderstorm,Dawn,11.12,20.0,15.0,479.0,486.7,Extreme,21.62,1.62,0.148,20.87,0.87,0.465,0.447,Bottom,0.233,0.982,0.25,19.9,-0.1,9.02,0.5488116360940265,0.3,0.506,2.911,0.802,9.781,0.936,Flooded Pothole,0.95,True,0.51,0.263
SC2446,Urban,Asphalt,Mist,Dusk,11.56,6.0,4.0,149.0,153.68,Moderate,6.72,0.72,0.573,4.49,-1.51,0.293,0.674,Surface,0.545,0.618,0.359,5.96,-0.04,26.45,0.8521437889662113,0.161,0.834,4.547,1.57,9.695,0.973,Flooded Pothole,0.95,True,0.378,0.18
SC2447,Rural,Asphalt,Rainy,Night_Dark,2.8,9.0,1.0,189.0,193.25,Low,9.94,0.94,0.638,9.0,0.0,0.192,0.798,Bottom,0.728,0.394,0.692,8.89,-0.11,29.61,0.9607894391523232,0.109,0.956,4.494,2.952,10.193,0.98,Shallow Puddle,0.9,True,0.342,0.158
SC2448,Rural,Gravel,Foggy,Dawn,11.19,12.0,5.0,147.0,139.26,Moderate,12.56,0.56,0.554,11.23,-0.77,0.319,0.641,Mixed,0.498,0.678,0.372,12.8,0.8,23.09,0.8187307530779818,0.178,0.797,0.332,3.794,9.947,0.94,Flooded Pothole,0.95,True,0.39,0.188
SC2449,Rural,Dirt,Foggy,Night_Streetlights,5.96,12.0,11.0,248.0,245.05,Severe,11.23,-0.77,0.308,6.76,-5.24,0.426,0.503,Surface,0.307,0.923,0.25,12.28,0.28,18.78,0.6440364210831414,0.3,0.607,4.831,2.718,9.592,0.963,Flooded Pothole,0.95,True,0.462,0.232
SC2450,Rural,Mud,Drizzle,Night_Dark,5.27,17.0,9.0,103.0,98.6,Severe,17.07,0.07,0.468,16.21,-0.79,0.398,0.54,Mixed,0.358,0.858,0.266,17.0,0.0,18.8,0.697676326071031,0.25,0.664,-0.607,3.876,9.296,0.957,Flooded Pothole,0.95,True,0.438,0.217
SC2451,Rural,Mud,Drizzle,Dawn,9.22,8.0,1.0,114.0,107.0,Low,7.8,-0.2,0.758,7.56,-0.44,0.192,0.798,Surface,0.728,0.394,0.593,7.8,-0.2,33.11,0.9607894391523232,0.091,0.956,0.225,1.601,9.395,0.924,Shallow Puddle,0.9,True,0.342,0.158
SC2452,Urban,Concrete,Thunderstorm,Night_Streetlights,11.29,16.0,7.0,428.0,429.33,Severe,16.32,0.32,0.274,11.87,-4.13,0.363,0.585,Surface,0.42,0.778,0.25,15.96,-0.04,18.77,0.7557837414557255,0.276,0.727,7.648,4.136,9.923,0.972,Flooded Pothole,0.95,True,0.414,0.203
SC2453,Rural,Asphalt,Clear,Dawn,8.83,20.0,2.0,54.0,48.65,Moderate,20.33,0.33,0.801,19.54,-0.46,0.23,0.752,Surface,0.659,0.478,0.516,20.14,0.14,27.37,0.9231163463866358,0.1,0.913,1.284,2.797,10.604,0.967,Shallow Puddle,0.9,True,0.354,0.165
SC2454,Urban,Asphalt,Thunderstorm,Night_Dark,5.14,17.0,6.0,357.0,356.57,Severe,18.44,1.44,0.337,14.47,-2.53,0.342,0.612,Surface,0.457,0.73,0.26,16.75,-0.25,22.7,0.7866278610665535,0.241,0.761,-0.289,1.95,10.009,0.979,Flooded Pothole,0.95,True,0.402,0.195
SC2455,Urban,Dirt,Clear,Night_Dark,7.99,13.0,5.0,47.0,48.39,Moderate,12.97,-0.03,0.664,13.3,0.3,0.319,0.641,Bottom,0.498,0.678,0.422,13.16,0.16,26.53,0.8187307530779818,0.16,0.797,4.856,1.988,10.51,0.954,Flooded Pothole,0.95,True,0.39,0.188
SC2456,Rural,Dirt,Clear,Dawn,8.51,5.0,4.0,83.0,81.35,Low,4.42,-0.58,0.662,4.23,-0.77,0.293,0.674,Mixed,0.545,0.618,0.412,5.11,0.11,26.24,0.8521437889662113,0.146,0.834,-0.406,1.63,9.707,0.949,Flooded Pothole,0.95,True,0.378,0.18
SC2457,Urban,Gravel,Drizzle,Night_Dark,4.93,13.0,2.0,92.0,92.96,Low,13.03,0.03,0.733,11.53,-1.47,0.23,0.752,Surface,0.659,0.478,0.457,12.85,-0.15,27.01,0.9231163463866358,0.109,0.913,3.72,0.515,8.993,0.968,Shallow Puddle,0.9,True,0.354,0.165
SC2458,Rural,Dirt,Mist,Dusk,6.1,18.0,13.0,143.0,148.49,Extreme,18.19,0.19,0.33,11.37,-6.63,0.448,0.473,Surface,0.267,0.975,0.25,18.17,0.17,16.44,0.5945205479701944,0.3,0.554,4.147,0.711,9.665,0.959,Flooded Pothole,0.95,True,0.486,0.247
SC2459,Rural,Gravel,Drizzle,Daylight,6.24,5.0,2.0,160.0,165.32,Low,5.36,0.36,0.634,3.33,-1.67,0.23,0.752,Surface,0.659,0.478,0.446,5.3,0.3,29.28,0.9231163463866358,0.123,0.913,1.146,2.502,9.635,0.961,Shallow Puddle,0.9,True,0.354,0.165
SC2460,Rural,Gravel,Thunderstorm,Night_Streetlights,6.51,15.0,0.0,396.0,388.31,Moderate,14.95,-0.05,0.46,15.05,0.05,0.0,1.0,Bottom,1.0,0.0,1.0,14.86,-0.14,26.54,1.0,0.128,1.0,4.276,2.23,8.842,0.954,Dry,0.98,False,0.0,0.15
SC2461,Rural,Gravel,Cloudy,Daylight,4.43,5.0,3.0,83.0,83.49,Low,4.69,-0.31,0.702,5.02,0.02,0.263,0.711,Bottom,0.598,0.552,0.538,4.98,-0.02,26.39,0.8869204367171575,0.127,0.873,3.227,0.592,9.792,0.97,Shallow Puddle,0.9,True,0.366,0.172
SC2462,Rural,Gravel,Thunderstorm,Night_Streetlights,8.34,17.0,4.0,468.0,463.58,Severe,16.74,-0.26,0.308,14.67,-2.33,0.293,0.674,Mixed,0.545,0.618,0.342,16.93,-0.07,26.58,0.8521437889662113,0.223,0.834,1.525,-0.487,9.103,0.949,Flooded Pothole,0.95,True,0.378,0.18
SC2463,Rural,Dirt,Mist,Dusk,8.33,6.0,0.0,130.0,124.7,Low,6.31,0.31,0.779,6.17,0.17,0.0,1.0,Bottom,1.0,0.0,1.0,5.59,-0.41,29.77,1.0,0.075,1.0,0.784,-1.396,10.31,0.934,Dry,0.98,False,0.0,0.15
SC2464,Rural,Mud,Cloudy,Dawn,3.6,5.0,5.0,158.0,143.62,Moderate,5.02,0.02,0.549,2.29,-2.71,0.319,0.641,Surface,0.498,0.678,0.279,5.79,0.79,22.73,0.8187307530779818,0.179,0.797,2.808,1.064,9.342,0.972,Flooded Pothole,0.95,True,0.39,0.188
SC2465,Urban,Concrete,Cloudy,Daylight,6.28,14.0,2.0,165.0,172.33,Moderate,13.02,-0.98,0.625,13.67,-0.33,0.23,0.752,Bottom,0.659,0.478,0.583,14.28,0.28,28.1,0.9231163463866358,0.124,0.913,4.835,2.5,9.927,0.977,Shallow Puddle,0.9,True,0.354,0.165
SC2466,Rural,Dirt,Drizzle,Night_Streetlights,5.9,9.0,5.0,97.0,100.3,Moderate,9.25,0.25,0.599,9.16,0.16,0.319,0.641,Bottom,0.498,0.678,0.429,9.05,0.05,24.16,0.8187307530779818,0.17,0.797,1.149,2.542,9.729,0.958,Flooded Pothole,0.95,True,0.39,0.188
SC2467,Urban,Asphalt,Cloudy,Dusk,11.11,8.0,1.0,145.0,141.96,Low,7.99,-0.01,0.707,8.04,0.04,0.192,0.798,Bottom,0.728,0.394,0.688,7.8,-0.2,26.78,0.9607894391523232,0.098,0.956,-0.193,2.27,10.138,0.968,Shallow Puddle,0.9,True,0.342,0.158
SC2468,Rural,Mud,Foggy,Night_Dark,9.6,17.0,1.0,101.0,106.41,Low,16.88,-0.12,0.759,16.61,-0.39,0.192,0.798,Surface,0.728,0.394,0.596,16.81,-0.19,27.53,0.9607894391523232,0.091,0.956,0.619,4.916,8.988,0.92,Shallow Puddle,0.9,True,0.342,0.158
SC2469,Urban,Mud,Clear,Night_Streetlights,6.95,17.0,15.0,91.0,89.89,Extreme,16.74,-0.26,0.327,17.8,0.8,0.465,0.447,Bottom,0.233,0.982,0.25,17.96,0.96,8.38,0.5488116360940265,0.3,0.506,5.984,0.824,9.267,0.962,Flooded Pothole,0.95,True,0.51,0.263
SC2470,Urban,Mud,Cloudy,Dawn,6.44,10.0,9.0,141.0,146.28,Moderate,9.04,-0.96,0.425,5.5,-4.5,0.398,0.54,Surface,0.358,0.858,0.25,10.47,0.47,21.36,0.697676326071031,0.259,0.664,4.462,3.641,9.365,0.964,Flooded Pothole,0.95,True,0.438,0.217
SC2471,Rural,Asphalt,Rainy,Daylight,8.39,18.0,8.0,162.0,158.29,Severe,18.07,0.07,0.442,13.97,-4.03,0.382,0.562,Surface,0.387,0.82,0.25,18.01,0.01,18.86,0.7261490370736909,0.242,0.695,1.256,0.868,9.265,0.971,Flooded Pothole,0.95,True,0.426,0.21
SC2472,Urban,Dirt,Cloudy,Dawn,7.29,10.0,0.0,102.0,98.41,Low,10.0,0.0,0.821,10.19,0.19,0.0,1.0,Bottom,1.0,0.0,1.0,10.05,0.05,28.84,1.0,0.07,1.0,-0.431,2.888,10.45,0.951,Dry,0.98,False,0.0,0.15
SC2473,Rural,Concrete,Drizzle,Daylight,10.66,18.0,11.0,178.0,181.24,Severe,17.87,-0.13,0.35,12.91,-5.09,0.426,0.503,Surface,0.307,0.923,0.25,18.43,0.43,15.68,0.6440364210831414,0.3,0.607,3.145,0.817,9.147,0.971,Flooded Pothole,0.95,True,0.462,0.232
SC2474,Urban,Mud,Rainy,Night_Dark,11.83,16.0,5.0,214.0,213.44,Moderate,16.11,0.11,0.477,16.61,0.61,0.319,0.641,Bottom,0.498,0.678,0.407,16.43,0.43,21.1,0.8187307530779818,0.193,0.797,6.179,-0.104,10.937,0.929,Flooded Pothole,0.95,True,0.39,0.188
SC2475,Urban,Mud,Drizzle,Daylight,7.03,8.0,8.0,139.0,141.16,Moderate,8.98,0.98,0.457,7.76,-0.24,0.382,0.562,Bottom,0.387,0.82,0.331,7.99,-0.01,20.43,0.7261490370736909,0.238,0.695,-1.02,1.242,9.646,0.963,Flooded Pothole,0.95,True,0.426,0.21
SC2476,Rural,Gravel,Thunderstorm,Dusk,11.45,6.0,0.0,423.0,426.62,Moderate,8.17,2.17,0.426,5.94,-0.06,0.0,1.0,Bottom,1.0,0.0,1.0,5.84,-0.16,28.25,1.0,0.135,1.0,3.706,2.196,9.553,0.93,Dry,0.98,False,0.0,0.15
SC2477,Rural,Gravel,Mist,Dusk,5.39,14.0,10.0,139.0,139.99,Severe,14.59,0.59,0.405,12.44,-1.56,0.413,0.521,Mixed,0.331,0.892,0.25,14.27,0.27,17.28,0.6703200460356393,0.278,0.635,5.803,2.573,9.783,0.968,Flooded Pothole,0.95,True,0.45,0.225
SC2478,Urban,Concrete,Thunderstorm,Dawn,3.94,8.0,2.0,491.0,478.85,Moderate,8.36,0.36,0.339,7.82,-0.18,0.23,0.752,Mixed,0.659,0.478,0.558,8.08,0.08,27.43,0.9231163463866358,0.186,0.913,-1.469,-0.139,9.301,0.981,Shallow Puddle,0.9,True,0.354,0.165
SC2479,Rural,Dirt,Thunderstorm,Night_Dark,10.16,20.0,19.0,437.0,437.24,Extreme,15.97,-4.03,0.127,10.7,-9.3,0.489,0.407,Surface,0.18,0.917,0.25,19.72,-0.28,8.49,0.46766642700990924,0.3,0.422,0.447,5.093,9.89,0.945,Flooded Pothole,0.95,True,0.558,0.293
SC2480,Rural,Asphalt,Rainy,Night_Streetlights,4.93,11.0,3.0,290.0,286.71,Moderate,11.23,0.23,0.467,9.36,-1.64,0.263,0.711,Surface,0.598,0.552,0.396,11.17,0.17,27.44,0.8869204367171575,0.167,0.873,-1.058,-0.88,9.175,0.976,Shallow Puddle,0.9,True,0.366,0.172
SC2481,Rural,Concrete,Cloudy,Dawn,8.85,11.0,8.0,147.0,136.47,Moderate,12.0,1.0,0.462,7.51,-3.49,0.382,0.562,Surface,0.387,0.82,0.25,11.05,0.05,19.06,0.7261490370736909,0.237,0.695,-1.329,1.48,10.393,0.975,Flooded Pothole,0.95,True,0.426,0.21
SC2482,Rural,Asphalt,Drizzle,Dawn,8.07,6.0,6.0,97.0,87.26,Moderate,5.72,-0.28,0.577,6.12,0.12,0.342,0.612,Bottom,0.457,0.73,0.395,6.12,0.12,22.78,0.7866278610665535,0.187,0.761,1.644,0.253,9.938,0.977,Flooded Pothole,0.95,True,0.402,0.195
SC2483,Urban,Dirt,Thunderstorm,Dawn,8.35,13.0,5.0,432.0,428.15,Severe,13.87,0.87,0.311,10.56,-2.44,0.319,0.641,Surface,0.498,0.678,0.289,13.27,0.27,24.36,0.8187307530779818,0.236,0.797,0.512,4.359,9.686,0.952,Flooded Pothole,0.95,True,0.39,0.188
