scenario_id,road_environment,road_type,pothole_depth,water_depth,ntu,weather,lighting,vehicle_speed,severity,temperature_c,relative_humidity_pct,ambient_lux,water_conductivity_factor,road_roughness_factor,surface_reflectance_prior,radar_return_strength_prior
SC01142,Urban,Concrete,18.62,5.73,110.55,Drizzle,Dawn,23.17,Severe,19.8,92.96,3495.21,0.881,0.9,0.45,0.95
SC01143,Urban,Concrete,12.25,0.0,114.33,Rainy,Dawn,22.3,Moderate,23.04,83.41,4021.875,1.187,0.9,0.45,0.95
SC01144,Rural,Asphalt,6.41,0.0,25.68,Clear,Daylight,58.52,Moderate,26.99,38.24,54407.216,1.03,1.15,0.18,0.8
SC01145,Urban,Dirt,14.09,0.0,83.3,Clear,Night_Streetlights,23.91,Moderate,25.96,40.96,145.632,0.979,2.0,0.24,0.72
SC01146,Urban,Concrete,6.15,0.0,190.51,Rainy,Daylight,27.62,Moderate,18.31,96.07,37640.969,1.342,0.9,0.45,0.95
SC01147,Rural,Concrete,7.39,3.01,239.96,Rainy,Night_Dark,42.55,Moderate,27.07,91.76,1.346,0.971,1.035,0.45,0.95
SC01148,Rural,Asphalt,14.34,0.0,19.5,Clear,Dusk,60.96,Severe,29.61,58.84,849.436,1.096,1.15,0.18,0.8
SC01149,Urban,Asphalt,13.76,0.0,142.04,Mist,Dusk,24.04,Moderate,16.1,86.24,314.97,0.863,1.0,0.18,0.8
SC01150,Rural,Mud,14.74,0.0,276.64,Rainy,Daylight,38.32,Severe,24.08,89.31,31747.042,0.826,2.7025,0.12,0.62
SC01151,Urban,Asphalt,9.37,2.44,414.08,Thunderstorm,Night_Streetlights,22.52,Moderate,21.53,92.34,68.644,1.444,1.0,0.18,0.8
SC01152,Urban,Asphalt,8.54,3.03,319.93,Thunderstorm,Daylight,23.58,Moderate,18.7,87.4,16148.54,1.031,1.0,0.18,0.8
SC01153,Urban,Asphalt,13.0,0.0,444.57,Thunderstorm,Daylight,25.38,Severe,26.19,84.38,17171.642,0.998,1.0,0.18,0.8
SC01154,Rural,Asphalt,14.17,0.0,23.92,Clear,Daylight,67.41,Severe,27.0,53.21,43994.991,0.996,1.15,0.18,0.8
SC01155,Urban,Concrete,11.28,6.47,251.71,Rainy,Daylight,19.09,Moderate,25.18,86.55,35047.515,0.925,0.9,0.45,0.95
SC01156,Urban,Asphalt,6.57,3.2,324.23,Thunderstorm,Night_Streetlights,24.84,Moderate,21.09,88.35,107.078,1.396,1.0,0.18,0.8
SC01157,Urban,Asphalt,15.24,2.61,169.04,Rainy,Dusk,32.2,Severe,18.07,96.54,4085.722,1.081,1.0,0.18,0.8
SC01158,Urban,Mud,14.09,0.0,98.9,Drizzle,Daylight,32.77,Severe,17.41,75.37,35377.363,0.806,2.35,0.12,0.62
SC01159,Urban,Concrete,16.1,0.0,63.79,Cloudy,Night_Streetlights,41.31,Severe,19.37,65.39,122.055,0.874,0.9,0.45,0.95
SC01160,Urban,Mud,6.91,0.0,46.4,Clear,Daylight,24.16,Low,28.3,41.45,13961.734,1.099,2.35,0.12,0.62
SC01161,Rural,Gravel,8.09,0.0,221.19,Rainy,Daylight,53.0,Moderate,22.74,93.1,11487.66,0.82,1.7825,0.32,0.9
SC01162,Urban,Asphalt,15.28,5.7,234.77,Rainy,Night_Streetlights,31.79,Severe,20.59,82.08,119.661,0.884,1.0,0.18,0.8
SC01163,Rural,Asphalt,10.69,0.0,122.21,Mist,Night_Streetlights,44.31,Moderate,20.75,80.43,149.123,1.15,1.15,0.18,0.8
SC01164,Urban,Gravel,8.85,0.0,18.82,Clear,Daylight,38.99,Moderate,26.2,59.33,15597.421,0.8,1.55,0.32,0.9
SC01165,Urban,Asphalt,14.78,0.0,23.56,Clear,Night_Dark,33.34,Severe,25.82,41.5,2.877,0.905,1.0,0.18,0.8
SC01166,Rural,Asphalt,7.15,1.7,107.0,Drizzle,Night_Streetlights,40.91,Moderate,25.32,81.23,70.809,0.922,1.15,0.18,0.8
SC01167,Rural,Asphalt,8.48,0.0,81.6,Clear,Night_Dark,71.72,Moderate,30.91,54.01,3.753,1.057,1.15,0.18,0.8
SC01168,Rural,Concrete,9.24,0.0,40.26,Clear,Night_Dark,59.19,Moderate,16.57,43.84,0.71,0.718,1.035,0.45,0.95
SC01169,Urban,Gravel,12.06,0.0,247.86,Foggy,Night_Streetlights,30.24,Moderate,18.91,90.31,117.811,1.14,1.55,0.32,0.9
SC01170,Rural,Asphalt,11.08,0.0,77.7,Cloudy,Night_Streetlights,59.05,Moderate,25.5,55.1,180.396,0.727,1.15,0.18,0.8
SC01171,Urban,Dirt,5.94,0.0,143.07,Cloudy,Night_Dark,32.58,Moderate,19.56,72.99,0.99,0.653,2.0,0.24,0.72
SC01172,Rural,Asphalt,12.21,0.0,124.33,Cloudy,Night_Dark,41.84,Moderate,28.78,69.73,0.666,0.738,1.15,0.18,0.8
SC01173,Rural,Concrete,10.56,3.84,395.73,Thunderstorm,Daylight,44.75,Severe,27.31,86.7,56246.023,1.397,1.035,0.45,0.95
SC01174,Urban,Dirt,11.51,3.66,187.51,Drizzle,Daylight,36.26,Severe,22.41,74.15,38200.901,1.239,2.0,0.24,0.72
SC01175,Urban,Concrete,8.28,0.8,62.83,Clear,Night_Streetlights,26.76,Moderate,24.06,37.79,89.915,0.89,0.9,0.45,0.95
SC01176,Rural,Asphalt,13.57,0.0,269.72,Rainy,Daylight,48.72,Severe,22.47,93.17,19858.199,0.996,1.15,0.18,0.8
SC01177,Urban,Asphalt,10.07,0.93,12.1,Clear,Night_Streetlights,32.05,Moderate,25.78,57.37,52.322,0.943,1.0,0.18,0.8
SC01178,Rural,Gravel,11.67,0.0,138.19,Drizzle,Night_Dark,49.93,Moderate,21.66,86.83,2.11,1.063,1.7825,0.32,0.9
SC01179,Urban,Asphalt,10.29,0.0,43.88,Clear,Night_Streetlights,43.78,Moderate,29.97,61.96,56.427,0.713,1.0,0.18,0.8
SC01180,Urban,Gravel,14.12,0.0,10.37,Clear,Night_Streetlights,38.25,Severe,26.83,62.84,106.895,0.767,1.55,0.32,0.9
SC01181,Rural,Concrete,7.63,0.0,207.35,Foggy,Dawn,43.97,Moderate,15.23,95.88,3408.44,0.691,1.035,0.45,0.95
SC01182,Urban,Concrete,8.57,0.0,167.31,Drizzle,Daylight,20.04,Moderate,21.93,87.05,19113.316,1.135,0.9,0.45,0.95
SC01183,Urban,Concrete,10.09,0.0,12.66,Clear,Daylight,38.78,Moderate,26.07,56.84,56367.981,0.736,0.9,0.45,0.95
SC01184,Urban,Asphalt,4.7,0.0,7.79,Clear,Night_Streetlights,30.02,Low,29.39,60.9,111.151,0.595,1.0,0.18,0.8
SC01185,Rural,Asphalt,11.15,0.0,58.77,Clear,Night_Streetlights,64.14,Moderate,27.57,57.95,226.765,0.722,1.15,0.18,0.8
SC01186,Rural,Concrete,8.9,2.47,93.43,Drizzle,Daylight,58.38,Moderate,22.29,77.1,30511.771,1.122,1.035,0.45,0.95
SC01187,Rural,Asphalt,5.25,0.0,37.63,Cloudy,Night_Streetlights,55.53,Moderate,17.0,69.43,11.138,0.744,1.15,0.18,0.8
SC01188,Urban,Asphalt,10.93,0.0,75.87,Cloudy,Daylight,34.85,Moderate,21.01,57.15,23432.362,0.725,1.0,0.18,0.8
SC01189,Urban,Asphalt,13.96,0.0,37.96,Cloudy,Night_Streetlights,37.75,Severe,24.86,52.24,57.931,0.826,1.0,0.18,0.8
SC01190,Urban,Dirt,4.42,0.0,143.35,Drizzle,Night_Streetlights,41.14,Moderate,26.28,74.71,34.484,0.847,2.0,0.24,0.72
SC01191,Urban,Asphalt,6.85,0.0,85.16,Cloudy,Night_Streetlights,16.87,Low,24.86,60.99,168.396,0.698,1.0,0.18,0.8
SC01192,Urban,Mud,9.71,4.93,240.79,Thunderstorm,Dusk,21.91,Moderate,19.9,76.11,3142.852,1.264,2.35,0.12,0.62
SC01193,Urban,Asphalt,13.23,2.42,105.63,Drizzle,Night_Streetlights,30.56,Severe,23.73,78.7,136.904,0.991,1.0,0.18,0.8
SC01194,Urban,Asphalt,15.36,0.0,181.33,Rainy,Daylight,38.83,Severe,20.18,85.37,38681.773,1.242,1.0,0.18,0.8
SC01195,Urban,Dirt,12.58,0.0,98.6,Cloudy,Daylight,29.34,Moderate,29.64,79.27,12534.916,0.647,2.0,0.24,0.72
SC01196,Urban,Asphalt,11.51,0.0,37.09,Clear,Daylight,43.44,Severe,29.59,58.31,26094.789,0.856,1.0,0.18,0.8
SC01197,Urban,Concrete,17.84,11.52,239.53,Thunderstorm,Daylight,26.19,Severe,17.92,89.83,15130.968,1.44,0.9,0.45,0.95
SC01198,Rural,Asphalt,9.5,0.0,22.94,Clear,Night_Streetlights,51.74,Moderate,28.76,49.77,59.679,0.628,1.15,0.18,0.8
SC01199,Urban,Asphalt,13.12,0.0,134.22,Drizzle,Dusk,33.7,Severe,19.41,82.41,2848.303,0.809,1.0,0.18,0.8
SC01200,Urban,Asphalt,15.53,0.0,102.62,Cloudy,Daylight,45.21,Severe,28.66,69.73,29981.561,1.017,1.0,0.18,0.8
SC01201,Urban,Asphalt,9.96,0.0,119.77,Cloudy,Dusk,42.46,Moderate,16.28,58.52,3801.27,1.148,1.0,0.18,0.8
SC01202,Urban,Asphalt,6.9,4.11,173.6,Rainy,Daylight,27.45,Moderate,20.8,90.88,23273.383,0.934,1.0,0.18,0.8
SC01203,Urban,Mud,3.6,1.09,192.58,Rainy,Daylight,33.57,Moderate,17.62,77.4,24586.905,0.796,2.35,0.12,0.62
SC01204,Urban,Asphalt,11.15,4.11,207.23,Rainy,Daylight,34.45,Severe,21.63,91.74,27155.637,0.861,1.0,0.18,0.8
SC01205,Rural,Gravel,5.96,0.0,115.37,Drizzle,Dusk,52.43,Moderate,18.01,89.92,3137.077,1.172,1.7825,0.32,0.9
SC01206,Urban,Asphalt,14.62,0.0,108.6,Cloudy,Night_Streetlights,30.37,Severe,23.68,64.78,87.878,1.035,1.0,0.18,0.8
SC01207,Urban,Asphalt,13.89,0.86,19.64,Clear,Daylight,47.74,Severe,26.7,44.18,26696.447,1.036,1.0,0.18,0.8
SC01208,Rural,Asphalt,10.38,0.0,54.85,Clear,Daylight,42.24,Moderate,22.21,44.71,46341.245,0.746,1.15,0.18,0.8
SC01209,Urban,Gravel,10.65,0.0,32.15,Clear,Dusk,34.82,Moderate,31.81,55.2,5342.188,1.007,1.55,0.32,0.9
SC01210,Rural,Asphalt,11.3,0.0,89.1,Clear,Daylight,65.18,Severe,24.68,45.33,44199.915,1.052,1.15,0.18,0.8
SC01211,Urban,Gravel,12.23,0.0,50.92,Cloudy,Daylight,23.47,Moderate,22.53,71.7,11994.983,1.052,1.55,0.32,0.9
SC01212,Rural,Concrete,8.87,0.0,187.59,Drizzle,Dawn,59.49,Moderate,21.66,76.41,5016.446,0.922,1.035,0.45,0.95
SC01213,Urban,Concrete,12.01,8.05,376.0,Thunderstorm,Daylight,27.84,Severe,24.07,91.09,38500.107,1.307,0.9,0.45,0.95
SC01214,Rural,Gravel,7.16,0.0,41.98,Clear,Dusk,60.94,Moderate,27.19,42.06,2579.956,0.712,1.7825,0.32,0.9
SC01215,Rural,Gravel,15.07,0.0,177.95,Drizzle,Night_Streetlights,41.42,Severe,25.03,86.33,59.821,1.129,1.7825,0.32,0.9
SC01216,Urban,Gravel,5.55,0.0,67.11,Drizzle,Night_Dark,32.94,Moderate,18.9,83.15,1.658,0.93,1.55,0.32,0.9
SC01217,Urban,Dirt,11.37,0.0,21.42,Clear,Daylight,35.63,Moderate,24.47,56.31,47050.298,0.908,2.0,0.24,0.72
SC01218,Urban,Dirt,4.44,0.0,180.24,Rainy,Dusk,16.12,Low,19.81,86.33,2991.182,1.388,2.0,0.24,0.72
SC01219,Urban,Dirt,14.24,0.0,75.94,Cloudy,Dawn,38.85,Severe,24.13,57.04,4042.026,0.651,2.0,0.24,0.72
SC01220,Urban,Concrete,16.39,0.0,87.79,Cloudy,Night_Streetlights,39.98,Severe,18.88,75.93,175.976,1.022,0.9,0.45,0.95
SC01221,Urban,Gravel,6.78,0.0,108.51,Cloudy,Night_Dark,31.71,Moderate,19.77,69.17,2.839,1.067,1.55,0.32,0.9
SC01222,Rural,Asphalt,7.42,0.0,53.41,Mist,Night_Streetlights,53.29,Moderate,21.36,88.41,184.324,0.884,1.15,0.18,0.8
SC01223,Urban,Mud,7.9,2.98,368.14,Thunderstorm,Daylight,27.75,Moderate,25.84,73.81,50026.295,1.081,2.35,0.12,0.62
SC01224,Urban,Asphalt,5.95,0.0,10.42,Clear,Night_Streetlights,31.9,Moderate,22.24,55.42,56.378,0.87,1.0,0.18,0.8
SC01225,Urban,Asphalt,8.12,0.0,5.8,Clear,Night_Streetlights,33.62,Moderate,25.87,46.69,51.767,0.943,1.0,0.18,0.8
SC01226,Urban,Asphalt,12.53,0.0,71.51,Cloudy,Night_Dark,34.72,Moderate,18.75,77.53,2.621,1.054,1.0,0.18,0.8
SC01227,Rural,Mud,16.61,10.22,216.19,Thunderstorm,Dusk,48.5,Severe,24.35,82.24,5105.959,0.949,2.7025,0.12,0.62
SC01228,Urban,Concrete,9.53,0.0,20.13,Clear,Night_Dark,43.35,Moderate,25.4,51.51,3.776,0.805,0.9,0.45,0.95
SC01229,Rural,Asphalt,6.06,1.25,101.03,Mist,Night_Streetlights,48.51,Moderate,24.42,97.38,71.791,0.931,1.15,0.18,0.8
SC01230,Rural,Concrete,10.31,0.0,86.43,Cloudy,Daylight,51.46,Moderate,24.56,72.65,20211.68,0.918,1.035,0.45,0.95
SC01231,Rural,Asphalt,14.43,0.0,66.83,Cloudy,Dawn,38.91,Moderate,23.31,71.46,5214.039,0.819,1.15,0.18,0.8
SC01232,Rural,Concrete,10.78,0.0,182.02,Mist,Night_Streetlights,37.81,Moderate,24.54,88.99,174.696,1.187,1.035,0.45,0.95
SC01233,Rural,Concrete,10.96,0.0,18.53,Clear,Daylight,58.62,Moderate,29.09,52.05,37882.946,0.884,1.035,0.45,0.95
SC01234,Urban,Asphalt,11.15,0.0,216.85,Foggy,Night_Dark,23.53,Moderate,21.41,89.44,0.416,0.776,1.0,0.18,0.8
SC01235,Rural,Gravel,11.64,0.0,32.39,Clear,Night_Streetlights,62.13,Moderate,35.0,51.19,131.848,0.771,1.7825,0.32,0.9
SC01236,Urban,Mud,7.18,0.0,73.02,Cloudy,Night_Streetlights,16.26,Low,24.1,54.13,163.882,0.699,2.35,0.12,0.62
SC01237,Urban,Concrete,12.61,0.0,5.45,Clear,Night_Dark,30.31,Moderate,34.58,66.93,2.461,0.773,0.9,0.45,0.95
SC01238,Urban,Asphalt,5.94,2.06,196.68,Rainy,Night_Dark,28.7,Moderate,21.69,76.46,2.097,1.252,1.0,0.18,0.8
SC01239,Urban,Asphalt,11.22,2.05,178.27,Drizzle,Daylight,19.67,Moderate,20.69,69.16,33193.342,1.101,1.0,0.18,0.8
SC01240,Urban,Concrete,12.76,5.39,266.53,Thunderstorm,Night_Streetlights,28.63,Severe,21.75,90.66,99.312,1.272,0.9,0.45,0.95
SC01241,Urban,Concrete,10.4,0.0,127.81,Cloudy,Dusk,37.35,Moderate,23.22,63.79,1294.223,1.092,0.9,0.45,0.95
SC01242,Urban,Asphalt,12.36,2.02,23.84,Clear,Night_Streetlights,39.26,Severe,33.44,37.93,118.375,1.085,1.0,0.18,0.8
SC01243,Urban,Concrete,12.0,0.0,83.31,Cloudy,Daylight,37.84,Severe,19.85,76.05,24822.092,0.917,0.9,0.45,0.95
SC01244,Rural,Concrete,12.64,2.84,188.68,Foggy,Dusk,55.87,Severe,19.01,93.95,4225.762,1.015,1.035,0.45,0.95
SC01245,Rural,Dirt,9.28,0.0,37.18,Cloudy,Night_Streetlights,61.92,Moderate,20.07,78.72,53.686,1.011,2.3,0.24,0.72
SC01246,Urban,Dirt,10.42,0.0,16.75,Clear,Dusk,40.46,Moderate,27.64,43.56,1497.409,1.073,2.0,0.24,0.72
SC01247,Rural,Concrete,14.63,5.58,132.17,Mist,Night_Streetlights,58.9,Severe,21.84,78.8,83.561,0.806,1.035,0.45,0.95
SC01248,Rural,Concrete,13.13,0.0,18.86,Clear,Night_Streetlights,72.59,Severe,25.25,69.3,53.123,1.07,1.035,0.45,0.95
SC01249,Urban,Asphalt,12.7,3.74,133.19,Cloudy,Night_Streetlights,23.62,Moderate,25.73,64.11,23.595,0.955,1.0,0.18,0.8
SC01250,Rural,Concrete,4.36,2.15,380.29,Thunderstorm,Dusk,46.18,Moderate,20.69,80.52,2836.603,0.89,1.035,0.45,0.95
SC01251,Urban,Concrete,6.67,0.0,128.73,Drizzle,Night_Dark,20.2,Low,22.15,84.27,2.067,0.848,0.9,0.45,0.95
SC01252,Rural,Asphalt,9.22,0.0,26.61,Clear,Daylight,52.17,Moderate,20.86,58.25,26034.141,1.037,1.15,0.18,0.8
SC01253,Urban,Gravel,8.32,0.0,169.77,Mist,Dusk,19.34,Moderate,26.8,82.91,3968.287,1.068,1.55,0.32,0.9
SC01254,Urban,Concrete,5.05,2.44,368.79,Thunderstorm,Night_Streetlights,29.92,Moderate,19.46,88.37,93.357,0.845,0.9,0.45,0.95
SC01255,Urban,Gravel,6.93,0.0,84.96,Cloudy,Daylight,41.32,Moderate,22.3,57.69,18998.872,0.782,1.55,0.32,0.9
SC01256,Rural,Gravel,9.21,0.0,83.36,Cloudy,Dawn,65.59,Moderate,23.3,65.91,2307.693,0.692,1.7825,0.32,0.9
SC01257,Urban,Concrete,12.5,0.0,71.13,Cloudy,Night_Streetlights,35.3,Moderate,29.8,74.77,71.735,0.992,0.9,0.45,0.95
SC01258,Urban,Concrete,16.1,0.0,61.26,Clear,Night_Dark,32.31,Severe,24.55,41.61,3.249,1.035,0.9,0.45,0.95
SC01259,Rural,Asphalt,12.26,0.0,137.77,Cloudy,Daylight,44.02,Moderate,27.92,77.97,42259.614,1.04,1.15,0.18,0.8
SC01260,Urban,Dirt,5.01,0.0,45.82,Clear,Daylight,34.72,Moderate,22.33,39.97,24373.271,1.018,2.0,0.24,0.72
SC01261,Urban,Concrete,10.69,0.0,170.84,Drizzle,Night_Dark,44.09,Severe,19.67,80.13,2.268,0.943,0.9,0.45,0.95
SC01262,Urban,Mud,9.6,0.0,54.28,Clear,Dawn,25.83,Moderate,25.01,44.39,6618.534,0.839,2.35,0.12,0.62
SC01263,Urban,Gravel,13.31,1.93,100.52,Drizzle,Night_Streetlights,24.09,Moderate,25.05,66.9,70.116,0.751,1.55,0.32,0.9
SC01264,Urban,Asphalt,8.59,0.0,52.46,Clear,Daylight,33.01,Moderate,18.31,42.78,28990.688,0.835,1.0,0.18,0.8
SC01265,Urban,Asphalt,10.6,0.0,198.48,Foggy,Night_Dark,27.21,Moderate,20.96,91.64,1.425,1.125,1.0,0.18,0.8
SC01266,Urban,Mud,13.82,0.0,126.06,Drizzle,Dusk,39.79,Severe,22.39,84.73,1956.741,1.002,2.35,0.12,0.62
SC01267,Urban,Asphalt,5.75,0.0,19.92,Clear,Daylight,39.43,Moderate,29.01,66.24,34956.455,1.082,1.0,0.18,0.8
SC01268,Rural,Mud,11.52,0.0,92.3,Cloudy,Daylight,63.91,Severe,27.99,81.8,37947.91,1.04,2.7025,0.12,0.62
SC01269,Urban,Concrete,11.26,3.17,233.72,Rainy,Daylight,32.12,Severe,18.9,89.06,46144.655,0.882,0.9,0.45,0.95
SC01270,Urban,Concrete,12.23,0.0,122.61,Cloudy,Dusk,27.38,Moderate,26.89,61.93,4749.594,0.914,0.9,0.45,0.95
SC01271,Urban,Asphalt,11.87,0.0,126.76,Foggy,Night_Streetlights,28.55,Moderate,22.86,95.91,88.371,0.753,1.0,0.18,0.8
SC01272,Urban,Asphalt,15.9,0.0,38.49,Clear,Daylight,33.67,Severe,20.98,52.03,46201.325,0.73,1.0,0.18,0.8
SC01273,Urban,Concrete,7.21,0.0,155.17,Mist,Daylight,21.36,Moderate,24.02,85.34,40477.348,1.168,0.9,0.45,0.95
SC01274,Urban,Concrete,11.29,0.0,187.99,Mist,Daylight,35.47,Moderate,21.4,87.05,31989.944,0.86,0.9,0.45,0.95
SC01275,Rural,Asphalt,10.91,4.89,196.2,Rainy,Daylight,37.03,Moderate,24.01,91.64,57886.505,1.25,1.15,0.18,0.8
SC01276,Urban,Asphalt,12.24,0.0,118.49,Cloudy,Night_Dark,35.04,Moderate,19.09,53.1,3.158,0.69,1.0,0.18,0.8
SC01277,Rural,Asphalt,4.65,1.16,158.74,Mist,Night_Dark,54.5,Moderate,21.96,84.49,0.387,0.832,1.15,0.18,0.8
SC01278,Urban,Concrete,11.88,1.75,199.02,Rainy,Daylight,28.9,Moderate,18.54,89.29,17063.633,1.379,0.9,0.45,0.95
SC01279,Urban,Asphalt,7.97,1.41,51.04,Clear,Daylight,32.95,Moderate,26.13,56.25,14877.286,0.883,1.0,0.18,0.8
SC01280,Urban,Gravel,6.93,0.0,15.55,Clear,Daylight,37.91,Moderate,25.91,58.07,35187.224,1.059,1.55,0.32,0.9
SC01281,Rural,Gravel,13.22,2.06,32.56,Clear,Night_Streetlights,52.49,Severe,26.86,56.25,90.771,1.032,1.7825,0.32,0.9
SC01282,Rural,Gravel,8.79,0.99,59.0,Clear,Night_Streetlights,62.2,Moderate,27.79,41.8,74.343,0.555,1.7825,0.32,0.9
SC01283,Rural,Concrete,6.92,0.0,42.83,Clear,Daylight,62.7,Moderate,24.98,69.22,37489.226,1.012,1.035,0.45,0.95
SC01284,Rural,Asphalt,8.05,3.49,150.55,Rainy,Night_Streetlights,53.8,Moderate,20.98,74.93,41.185,1.38,1.15,0.18,0.8
SC01285,Urban,Asphalt,9.23,0.0,68.62,Cloudy,Daylight,43.68,Moderate,20.7,50.17,49682.686,1.088,1.0,0.18,0.8
SC01286,Urban,Gravel,10.09,3.64,295.3,Thunderstorm,Night_Dark,24.4,Moderate,18.43,88.48,0.559,1.339,1.55,0.32,0.9
SC01287,Urban,Mud,8.21,1.52,142.87,Mist,Dawn,35.88,Moderate,20.0,82.81,5493.877,1.147,2.35,0.12,0.62
SC01288,Urban,Concrete,8.83,0.0,15.79,Clear,Night_Streetlights,35.8,Moderate,31.93,50.04,96.888,1.053,0.9,0.45,0.95
SC01289,Urban,Concrete,5.78,0.0,145.91,Mist,Daylight,40.28,Moderate,20.25,85.8,20348.058,0.798,0.9,0.45,0.95
SC01290,Urban,Concrete,10.19,2.08,202.16,Foggy,Daylight,33.67,Moderate,20.1,83.29,12853.303,1.151,0.9,0.45,0.95
SC01291,Urban,Gravel,13.66,1.27,37.79,Clear,Daylight,34.52,Severe,26.66,61.06,35500.08,0.796,1.55,0.32,0.9
SC01292,Urban,Asphalt,12.91,3.8,124.84,Rainy,Night_Dark,28.64,Severe,18.92,87.26,1.017,0.802,1.0,0.18,0.8
SC01293,Rural,Asphalt,8.73,0.0,111.34,Cloudy,Dusk,46.2,Moderate,25.66,49.95,2579.135,0.7,1.15,0.18,0.8
SC01294,Urban,Concrete,10.15,0.0,35.12,Cloudy,Daylight,24.18,Moderate,15.91,59.03,35531.907,1.08,0.9,0.45,0.95
SC01295,Urban,Asphalt,10.24,1.84,153.82,Foggy,Night_Dark,34.15,Moderate,15.78,92.8,1.872,1.107,1.0,0.18,0.8
SC01296,Urban,Concrete,9.92,0.0,25.74,Clear,Night_Dark,30.21,Moderate,27.4,59.08,2.947,0.578,0.9,0.45,0.95
SC01297,Urban,Concrete,4.53,0.0,42.42,Clear,Daylight,34.51,Moderate,32.75,38.2,37221.129,0.967,0.9,0.45,0.95
SC01298,Urban,Dirt,8.45,0.0,11.47,Clear,Dawn,39.36,Moderate,19.05,54.92,3202.587,0.994,2.0,0.24,0.72
SC01299,Rural,Asphalt,9.86,0.0,263.56,Foggy,Night_Dark,52.77,Moderate,21.13,87.46,2.096,1.027,1.15,0.18,0.8
SC01300,Urban,Gravel,9.99,1.62,102.51,Drizzle,Daylight,27.86,Moderate,17.19,80.64,23339.424,0.828,1.55,0.32,0.9
SC01301,Urban,Asphalt,17.63,0.0,43.09,Clear,Night_Streetlights,35.2,Severe,32.02,72.88,89.421,0.558,1.0,0.18,0.8
SC01302,Rural,Gravel,18.57,0.0,7.25,Clear,Daylight,56.47,Severe,26.65,61.34,31082.905,0.644,1.7825,0.32,0.9
SC01303,Urban,Asphalt,4.81,0.0,45.43,Clear,Night_Streetlights,23.16,Low,32.47,66.89,198.813,0.99,1.0,0.18,0.8
SC01304,Urban,Asphalt,11.71,0.0,257.38,Rainy,Dusk,28.57,Moderate,17.79,79.51,5196.548,1.376,1.0,0.18,0.8
SC01305,Urban,Gravel,16.5,8.68,273.87,Rainy,Night_Dark,38.2,Severe,25.35,94.56,1.216,0.84,1.55,0.32,0.9
SC01306,Urban,Gravel,10.9,0.0,134.61,Mist,Daylight,28.45,Moderate,21.31,86.0,11193.13,0.754,1.55,0.32,0.9
SC01307,Urban,Gravel,10.54,2.24,64.46,Clear,Daylight,31.31,Moderate,20.33,54.54,16993.847,0.906,1.55,0.32,0.9
SC01308,Urban,Asphalt,11.66,0.0,137.53,Mist,Night_Streetlights,28.19,Moderate,25.6,80.21,137.106,0.885,1.0,0.18,0.8
SC01309,Urban,Mud,5.44,1.09,150.2,Mist,Night_Streetlights,25.31,Moderate,23.99,91.6,86.186,0.863,2.35,0.12,0.62
SC01310,Rural,Asphalt,8.81,0.0,240.21,Rainy,Daylight,51.29,Moderate,19.72,85.79,17726.04,1.355,1.15,0.18,0.8
SC01311,Rural,Concrete,7.65,4.34,296.36,Rainy,Night_Streetlights,53.95,Moderate,19.27,89.53,80.627,0.912,1.035,0.45,0.95
SC01312,Urban,Asphalt,9.1,0.43,40.73,Clear,Daylight,23.46,Moderate,21.6,70.59,25752.955,0.968,1.0,0.18,0.8
SC01313,Urban,Dirt,10.8,0.0,161.67,Drizzle,Daylight,26.31,Moderate,22.25,81.48,29888.407,1.038,2.0,0.24,0.72
SC01314,Urban,Dirt,18.74,0.0,33.38,Clear,Daylight,35.08,Severe,25.67,55.25,15486.95,0.715,2.0,0.24,0.72
SC01315,Rural,Asphalt,13.16,4.43,139.59,Drizzle,Night_Streetlights,62.24,Severe,28.63,87.97,134.765,0.759,1.15,0.18,0.8
SC01316,Rural,Asphalt,18.2,3.26,133.15,Mist,Daylight,38.75,Severe,19.91,92.44,12403.055,0.749,1.15,0.18,0.8
SC01317,Urban,Dirt,6.85,1.14,35.59,Cloudy,Daylight,26.63,Moderate,21.65,50.29,31934.705,0.821,2.0,0.24,0.72
SC01318,Rural,Asphalt,13.45,0.0,90.2,Drizzle,Night_Dark,47.64,Moderate,22.27,85.19,2.242,1.001,1.15,0.18,0.8
SC01319,Rural,Mud,11.26,1.43,106.77,Mist,Daylight,50.48,Moderate,28.25,91.55,42921.271,1.024,2.7025,0.12,0.62
SC01320,Urban,Dirt,11.93,7.52,299.75,Thunderstorm,Dusk,30.72,Severe,22.23,88.78,2119.243,1.498,2.0,0.24,0.72
SC01321,Urban,Asphalt,9.36,1.8,143.96,Mist,Daylight,21.74,Moderate,22.19,90.34,35849.057,0.685,1.0,0.18,0.8
SC01322,Urban,Concrete,9.74,0.0,72.01,Cloudy,Night_Streetlights,22.02,Moderate,18.47,71.48,33.873,1.058,0.9,0.45,0.95
SC01323,Rural,Concrete,9.12,0.0,192.65,Foggy,Daylight,40.1,Moderate,20.1,88.53,26202.764,0.681,1.035,0.45,0.95
SC01324,Urban,Concrete,8.99,2.46,137.68,Drizzle,Night_Streetlights,25.16,Moderate,20.36,78.85,79.437,1.176,0.9,0.45,0.95
SC01325,Rural,Gravel,10.76,3.75,107.81,Drizzle,Daylight,34.16,Moderate,24.47,77.59,27610.728,0.9,1.7825,0.32,0.9
